border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,start,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,solid,solid,solid,solid,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,border,border,border
border,border,border,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,empty,empty,empty,empty,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,empty,empty,empty,empty,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,empty,empty,solid,solid,solid,spike,spike,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,spike,spike,solid,solid,solid,empty,empty,empty,item,solid,border,border,border
border,border,border,solid,empty,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,empty,empty,empty,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,empty,empty,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,empty,empty,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,ladder,empty,empty,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,ladder,solid,solid,ladder,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,ladder,solid,solid,ladder,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,ladder,empty,empty,ladder,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
