border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border,border
border,border,border,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,empty,empty,empty,empty,empty,empty,empty,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gs,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,border,border,border
border,border,border,solid,empty,ladder,empty,start,empty,empty,empty,solid,empty,empty,empty,empty,empty,empty,empty,gs,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,ladder,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,empty,empty,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,ladder,empty,empty,empty,empty,empty,s,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,spike,spike,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,spike,empty,solid,border,border,border
border,border,border,solid,empty,ladder,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,empty,solid,border,border,border
border,border,border,solid,empty,ladder,empty,empty,solid,solid,solid,solid,spike,solid,solid,solid,solid,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,solid,solid,solid,empty,empty,solid,solid,solid,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,solid,solid,solid,empty,empty,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,gs,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,empty,empty,solid,empty,empty,empty,solid,solid,solid,solid,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,solid,border,border,border
border,border,border,solid,empty,empty,solid,empty,empty,empty,empty,solid,solid,solid,crate,ladder,empty,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,spike,solid,solid,border,border,border
border,border,border,solid,empty,gs,empty,empty,empty,empty,gs,solid,solid,solid,solid,ladder,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,spike,solid,solid,solid,solid,solid,solid,solid,spike,spike,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,crate,empty,empty,empty,empty,solid,empty,empty,ladder,solid,solid,ladder,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,empty,empty,empty,solid,solid,solid,solid,ladder,solid,solid,ladder,empty,empty,empty,empty,empty,empty,empty,solid,solid,solid,solid,solid,empty,empty,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,border,border,border
border,border,border,solid,solid,solid,solid,empty,solid,solid,solid,solid,ladder,solid,solid,ladder,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
border,border,border,solid,solid,solid,solid,s,empty,empty,empty,empty,ladder,solid,solid,solid,empty,empty,s,empty,empty,s,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,solid,border,border,border
